timestamp,consumption_kwh,meter_id,location,temperature_c,is_weekend,is_outlier,date,hour,day_name,day_of_week
2025-03-01 22:30:00,1.284,MTR-002,Building-B,7.4,1,0,2025-03-01,22,Saturday,5
2025-03-01 23:00:00,0.673,MTR-001,Building-A,7.2,1,0,2025-03-01,23,Saturday,5
2025-03-01 23:30:00,0.979,MTR-003,Building-C,7.6,1,0,2025-03-01,23,Saturday,5
2025-03-02 00:00:00,0.959,MTR-003,Building-C,6.6,1,0,2025-03-02,0,Sunday,6
2025-03-02 00:30:00,0.936,MTR-002,Building-B,10.0,1,0,2025-03-02,0,Sunday,6
2025-03-02 01:00:00,1.069,MTR-003,Building-C,8.4,1,0,2025-03-02,1,Sunday,6
2025-03-02 01:30:00,1.0,MTR-001,Building-A,6.7,1,0,2025-03-02,1,Sunday,6
2025-03-02 02:00:00,1.112,MTR-003,Building-C,10.2,1,0,2025-03-02,2,Sunday,6
2025-03-02 02:30:00,0.965,MTR-001,Building-A,9.5,1,0,2025-03-02,2,Sunday,6
2025-03-02 03:00:00,0.717,MTR-001,Building-A,8.5,1,0,2025-03-02,3,Sunday,6
2025-03-02 03:30:00,0.811,MTR-003,Building-C,11.4,1,0,2025-03-02,3,Sunday,6
2025-03-02 04:00:00,1.026,MTR-003,Building-C,11.9,1,0,2025-03-02,4,Sunday,6
2025-03-02 04:30:00,0.968,MTR-003,Building-C,10.6,1,0,2025-03-02,4,Sunday,6
2025-03-02 05:00:00,1.081,MTR-003,Building-C,12.4,1,0,2025-03-02,5,Sunday,6
2025-03-02 05:30:00,1.519,MTR-003,Building-C,14.6,1,0,2025-03-02,5,Sunday,6
2025-03-02 06:00:00,2.764,MTR-001,Building-A,15.8,1,0,2025-03-02,6,Sunday,6
2025-03-02 06:30:00,1.856,MTR-001,Building-A,16.2,1,0,2025-03-02,6,Sunday,6
2025-03-02 07:00:00,2.506,MTR-001,Building-A,18.2,1,0,2025-03-02,7,Sunday,6
2025-03-02 07:30:00,2.738,MTR-003,Building-C,16.5,1,0,2025-03-02,7,Sunday,6
2025-03-02 08:00:00,2.326,MTR-001,Building-A,20.6,1,0,2025-03-02,8,Sunday,6
2025-03-02 08:30:00,2.196,MTR-002,Building-B,20.2,1,0,2025-03-02,8,Sunday,6
2025-03-02 09:00:00,1.948,MTR-002,Building-B,23.3,1,0,2025-03-02,9,Sunday,6
2025-03-02 09:30:00,1.543,MTR-002,Building-B,19.7,1,0,2025-03-02,9,Sunday,6
2025-03-02 10:00:00,1.991,MTR-001,Building-A,23.9,1,0,2025-03-02,10,Sunday,6
2025-03-02 10:30:00,1.467,MTR-003,Building-C,22.4,1,0,2025-03-02,10,Sunday,6
2025-03-02 11:00:00,1.549,MTR-003,Building-C,24.4,1,0,2025-03-02,11,Sunday,6
2025-03-02 11:30:00,1.459,MTR-002,Building-B,21.8,1,0,2025-03-02,11,Sunday,6
2025-03-02 12:00:00,2.049,MTR-003,Building-C,23.1,1,0,2025-03-02,12,Sunday,6
2025-03-02 12:30:00,2.041,MTR-002,Building-B,24.2,1,0,2025-03-02,12,Sunday,6
2025-03-02 13:00:00,2.266,MTR-003,Building-C,20.7,1,0,2025-03-02,13,Sunday,6
2025-03-02 13:30:00,1.671,MTR-001,Building-A,22.3,1,0,2025-03-02,13,Sunday,6
2025-03-02 14:00:00,2.262,MTR-001,Building-A,21.9,1,0,2025-03-02,14,Sunday,6
2025-03-02 14:30:00,1.258,MTR-002,Building-B,21.0,1,0,2025-03-02,14,Sunday,6
2025-03-02 15:00:00,1.623,MTR-001,Building-A,21.8,1,0,2025-03-02,15,Sunday,6
2025-03-02 15:30:00,1.724,MTR-003,Building-C,19.9,1,0,2025-03-02,15,Sunday,6
2025-03-02 16:00:00,1.441,MTR-001,Building-A,18.1,1,0,2025-03-02,16,Sunday,6
2025-03-02 16:30:00,1.446,MTR-001,Building-A,17.3,1,0,2025-03-02,16,Sunday,6
2025-03-02 17:00:00,3.062,MTR-003,Building-C,16.6,1,0,2025-03-02,17,Sunday,6
2025-03-02 17:30:00,2.3,MTR-003,Building-C,16.3,1,0,2025-03-02,17,Sunday,6
2025-03-02 18:00:00,3.047,MTR-001,Building-A,15.1,1,0,2025-03-02,18,Sunday,6
2025-03-02 18:30:00,2.813,MTR-002,Building-B,16.6,1,0,2025-03-02,18,Sunday,6
2025-03-02 19:00:00,2.838,MTR-001,Building-A,13.7,1,0,2025-03-02,19,Sunday,6
2025-03-02 19:30:00,2.358,MTR-003,Building-C,12.2,1,0,2025-03-02,19,Sunday,6
2025-03-02 20:00:00,3.193,MTR-001,Building-A,11.0,1,0,2025-03-02,20,Sunday,6
2025-03-02 20:30:00,2.576,MTR-002,Building-B,9.1,1,0,2025-03-02,20,Sunday,6
2025-03-02 21:00:00,1.361,MTR-002,Building-B,10.5,1,0,2025-03-02,21,Sunday,6
2025-03-02 21:30:00,1.466,MTR-002,Building-B,7.4,1,0,2025-03-02,21,Sunday,6
2025-03-02 22:00:00,1.229,MTR-002,Building-B,7.4,1,0,2025-03-02,22,Sunday,6
2025-03-02 22:30:00,1.581,MTR-002,Building-B,5.2,1,0,2025-03-02,22,Sunday,6
2025-03-02 23:00:00,1.048,MTR-001,Building-A,4.5,1,0,2025-03-02,23,Sunday,6
2025-03-02 23:30:00,1.247,MTR-001,Building-A,7.3,1,0,2025-03-02,23,Sunday,6
2025-03-03 00:00:00,0.982,MTR-002,Building-B,6.8,0,0,2025-03-03,0,Monday,0
2025-03-03 00:30:00,1.122,MTR-001,Building-A,8.0,0,0,2025-03-03,0,Monday,0
2025-03-03 01:00:00,0.784,MTR-003,Building-C,6.5,0,0,2025-03-03,1,Monday,0
2025-03-03 01:30:00,0.681,MTR-001,Building-A,7.4,0,0,2025-03-03,1,Monday,0
2025-03-03 02:00:00,1.067,MTR-001,Building-A,7.1,0,0,2025-03-03,2,Monday,0
2025-03-03 02:30:00,0.75,MTR-002,Building-B,8.2,0,0,2025-03-03,2,Monday,0
2025-03-03 03:00:00,0.752,MTR-001,Building-A,9.0,0,0,2025-03-03,3,Monday,0
2025-03-03 03:30:00,2.41,MTR-001,Building-A,11.5,0,0,2025-03-03,3,Monday,0
2025-03-03 04:00:00,0.857,MTR-002,Building-B,13.5,0,0,2025-03-03,4,Monday,0
2025-03-03 04:30:00,0.622,MTR-002,Building-B,12.3,0,0,2025-03-03,4,Monday,0
2025-03-03 05:00:00,1.167,MTR-002,Building-B,14.1,0,0,2025-03-03,5,Monday,0
2025-03-03 05:30:00,1.205,MTR-001,Building-A,14.9,0,0,2025-03-03,5,Monday,0
2025-03-03 06:00:00,2.834,MTR-002,Building-B,14.3,0,0,2025-03-03,6,Monday,0
2025-03-03 06:30:00,2.663,MTR-002,Building-B,18.0,0,0,2025-03-03,6,Monday,0
2025-03-03 07:00:00,2.201,MTR-001,Building-A,18.2,0,0,2025-03-03,7,Monday,0
2025-03-03 07:30:00,2.3765,MTR-003,Building-C,20.4,0,0,2025-03-03,7,Monday,0
2025-03-03 08:00:00,2.552,MTR-002,Building-B,19.8,0,0,2025-03-03,8,Monday,0
2025-03-03 08:30:00,1.89,MTR-001,Building-A,20.2,0,0,2025-03-03,8,Monday,0
2025-03-03 09:00:00,1.737,MTR-003,Building-C,20.8,0,0,2025-03-03,9,Monday,0
2025-03-03 09:30:00,1.7,MTR-003,Building-C,22.9,0,0,2025-03-03,9,Monday,0
2025-03-03 10:00:00,1.656,MTR-001,Building-A,21.0,0,0,2025-03-03,10,Monday,0
2025-03-03 10:30:00,1.369,MTR-002,Building-B,24.7,0,0,2025-03-03,10,Monday,0
2025-03-03 11:00:00,1.476,MTR-001,Building-A,22.2,0,0,2025-03-03,11,Monday,0
2025-03-03 11:30:00,1.706,MTR-001,Building-A,22.7,0,0,2025-03-03,11,Monday,0
2025-03-03 12:00:00,1.674,MTR-002,Building-B,24.3,0,0,2025-03-03,12,Monday,0
2025-03-03 12:30:00,2.136,MTR-003,Building-C,20.1,0,0,2025-03-03,12,Monday,0
2025-03-03 13:00:00,1.796,MTR-002,Building-B,22.9,0,0,2025-03-03,13,Monday,0
2025-03-03 13:30:00,1.898,MTR-003,Building-C,20.1,0,0,2025-03-03,13,Monday,0
2025-03-03 14:00:00,1.811,MTR-001,Building-A,21.3,0,0,2025-03-03,14,Monday,0
2025-03-03 14:30:00,1.375,MTR-001,Building-A,19.3,0,0,2025-03-03,14,Monday,0
2025-03-03 15:00:00,1.761,MTR-002,Building-B,20.7,0,0,2025-03-03,15,Monday,0
2025-03-03 15:30:00,1.382,MTR-001,Building-A,19.4,0,0,2025-03-03,15,Monday,0
2025-03-03 16:00:00,1.565,MTR-003,Building-C,18.8,0,0,2025-03-03,16,Monday,0
2025-03-03 16:30:00,1.329,MTR-001,Building-A,18.0,0,0,2025-03-03,16,Monday,0
2025-03-03 17:00:00,2.048,MTR-003,Building-C,15.2,0,0,2025-03-03,17,Monday,0
2025-03-03 17:30:00,2.28,MTR-001,Building-A,16.4,0,0,2025-03-03,17,Monday,0
2025-03-03 18:00:00,2.155,MTR-003,Building-C,15.0,0,0,2025-03-03,18,Monday,0
2025-03-03 18:30:00,3.035,MTR-003,Building-C,14.6,0,0,2025-03-03,18,Monday,0
2025-03-03 19:00:00,2.545,MTR-001,Building-A,12.1,0,0,2025-03-03,19,Monday,0
2025-03-03 19:30:00,2.248,MTR-002,Building-B,12.2,0,0,2025-03-03,19,Monday,0
2025-03-03 20:00:00,1.846,MTR-001,Building-A,11.1,0,0,2025-03-03,20,Monday,0
2025-03-03 20:30:00,2.804,MTR-003,Building-C,9.4,0,0,2025-03-03,20,Monday,0
2025-03-03 21:00:00,1.337,MTR-002,Building-B,10.6,0,0,2025-03-03,21,Monday,0
2025-03-03 21:30:00,1.267,MTR-002,Building-B,11.4,0,0,2025-03-03,21,Monday,0
2025-03-03 22:00:00,1.096,MTR-003,Building-C,9.3,0,0,2025-03-03,22,Monday,0
2025-03-03 22:30:00,1.296,MTR-001,Building-A,6.1,0,0,2025-03-03,22,Monday,0
2025-03-03 23:00:00,1.1395,MTR-001,Building-A,4.4,0,0,2025-03-03,23,Monday,0
2025-03-03 23:30:00,0.983,MTR-003,Building-C,8.2,0,0,2025-03-03,23,Monday,0
2025-03-04 00:00:00,0.874,MTR-003,Building-C,7.1,0,0,2025-03-04,0,Tuesday,1
2025-03-04 00:30:00,0.673,MTR-001,Building-A,7.0,0,0,2025-03-04,0,Tuesday,1
2025-03-04 01:00:00,0.834,MTR-001,Building-A,7.3,0,0,2025-03-04,1,Tuesday,1
2025-03-04 01:30:00,0.927,MTR-001,Building-A,6.0,0,0,2025-03-04,1,Tuesday,1
2025-03-04 02:00:00,1.141,MTR-002,Building-B,8.7,0,0,2025-03-04,2,Tuesday,1
2025-03-04 02:30:00,0.665,MTR-003,Building-C,10.9,0,0,2025-03-04,2,Tuesday,1
2025-03-04 03:00:00,1.128,MTR-002,Building-B,8.1,0,0,2025-03-04,3,Tuesday,1
2025-03-04 03:30:00,0.776,MTR-002,Building-B,8.1,0,0,2025-03-04,3,Tuesday,1
2025-03-04 04:00:00,0.686,MTR-001,Building-A,9.7,0,0,2025-03-04,4,Tuesday,1
2025-03-04 04:30:00,0.851,MTR-001,Building-A,14.8,0,0,2025-03-04,4,Tuesday,1
2025-03-04 05:00:00,1.359,MTR-001,Building-A,10.7,0,0,2025-03-04,5,Tuesday,1
2025-03-04 05:30:00,1.082,MTR-001,Building-A,14.9,0,0,2025-03-04,5,Tuesday,1
2025-03-04 06:00:00,1.804,MTR-002,Building-B,17.7,0,0,2025-03-04,6,Tuesday,1
2025-03-04 06:30:00,2.178,MTR-001,Building-A,15.6,0,0,2025-03-04,6,Tuesday,1
2025-03-04 07:00:00,2.302,MTR-003,Building-C,17.0,0,0,2025-03-04,7,Tuesday,1
2025-03-04 07:30:00,1.686,MTR-002,Building-B,20.1,0,0,2025-03-04,7,Tuesday,1
2025-03-04 08:00:00,2.278,MTR-001,Building-A,20.8,0,0,2025-03-04,8,Tuesday,1
2025-03-04 08:30:00,1.464,MTR-001,Building-A,18.5,0,0,2025-03-04,8,Tuesday,1
2025-03-04 09:00:00,1.668,MTR-001,Building-A,23.5,0,0,2025-03-04,9,Tuesday,1
2025-03-04 09:30:00,1.601,MTR-001,Building-A,21.4,0,0,2025-03-04,9,Tuesday,1
2025-03-04 10:00:00,1.785,MTR-003,Building-C,23.1,0,0,2025-03-04,10,Tuesday,1
2025-03-04 10:30:00,1.537,MTR-002,Building-B,20.0,0,0,2025-03-04,10,Tuesday,1
2025-03-04 11:00:00,1.43,MTR-002,Building-B,21.3,0,0,2025-03-04,11,Tuesday,1
2025-03-04 11:30:00,1.667,MTR-002,Building-B,23.7,0,0,2025-03-04,11,Tuesday,1
2025-03-04 12:00:00,1.634,MTR-002,Building-B,22.5,0,0,2025-03-04,12,Tuesday,1
2025-03-04 12:30:00,1.104,MTR-003,Building-C,22.5,0,0,2025-03-04,12,Tuesday,1
2025-03-04 13:00:00,2.036,MTR-002,Building-B,22.8,0,0,2025-03-04,13,Tuesday,1
2025-03-04 13:30:00,1.883,MTR-003,Building-C,24.4,0,0,2025-03-04,13,Tuesday,1
2025-03-04 14:00:00,1.798,MTR-003,Building-C,23.2,0,0,2025-03-04,14,Tuesday,1
2025-03-04 14:30:00,5.589,MTR-002,Building-B,22.6,0,1,2025-03-04,14,Tuesday,1
2025-03-04 15:00:00,1.712,MTR-002,Building-B,18.0,0,0,2025-03-04,15,Tuesday,1
2025-03-04 15:30:00,1.326,MTR-002,Building-B,20.0,0,0,2025-03-04,15,Tuesday,1
2025-03-04 16:00:00,1.54,MTR-003,Building-C,15.7,0,0,2025-03-04,16,Tuesday,1
2025-03-04 16:30:00,1.826,MTR-003,Building-C,16.0,0,0,2025-03-04,16,Tuesday,1
2025-03-04 17:00:00,2.739,MTR-002,Building-B,18.0,0,0,2025-03-04,17,Tuesday,1
2025-03-04 17:30:00,2.395,MTR-001,Building-A,17.2,0,0,2025-03-04,17,Tuesday,1
2025-03-04 18:00:00,2.398,MTR-001,Building-A,15.6,0,0,2025-03-04,18,Tuesday,1
2025-03-04 18:30:00,2.531,MTR-003,Building-C,11.9,0,0,2025-03-04,18,Tuesday,1
2025-03-04 19:00:00,2.528,MTR-001,Building-A,11.5,0,0,2025-03-04,19,Tuesday,1
2025-03-04 19:30:00,2.378,MTR-001,Building-A,13.4,0,0,2025-03-04,19,Tuesday,1
2025-03-04 20:00:00,2.427,MTR-003,Building-C,11.5,0,0,2025-03-04,20,Tuesday,1
2025-03-04 20:30:00,2.115,MTR-001,Building-A,9.3,0,0,2025-03-04,20,Tuesday,1
2025-03-04 21:00:00,1.637,MTR-002,Building-B,12.9,0,0,2025-03-04,21,Tuesday,1
2025-03-04 21:30:00,1.056,MTR-002,Building-B,6.9,0,0,2025-03-04,21,Tuesday,1
2025-03-04 22:00:00,1.403,MTR-003,Building-C,9.9,0,0,2025-03-04,22,Tuesday,1
2025-03-04 22:30:00,1.055,MTR-001,Building-A,7.7,0,0,2025-03-04,22,Tuesday,1
2025-03-04 23:00:00,0.927,MTR-003,Building-C,6.1,0,0,2025-03-04,23,Tuesday,1
2025-03-04 23:30:00,1.02,MTR-002,Building-B,7.2,0,0,2025-03-04,23,Tuesday,1
2025-03-05 00:00:00,0.573,MTR-002,Building-B,9.1,0,0,2025-03-05,0,Wednesday,2
2025-03-05 00:30:00,0.928,MTR-003,Building-C,5.6,0,0,2025-03-05,0,Wednesday,2
2025-03-05 01:00:00,0.871,MTR-001,Building-A,8.2,0,0,2025-03-05,1,Wednesday,2
2025-03-05 01:30:00,0.746,MTR-003,Building-C,9.0,0,0,2025-03-05,1,Wednesday,2
2025-03-05 02:00:00,0.678,MTR-001,Building-A,6.7,0,0,2025-03-05,2,Wednesday,2
2025-03-05 02:30:00,0.839,MTR-001,Building-A,6.7,0,0,2025-03-05,2,Wednesday,2
2025-03-05 03:00:00,0.703,MTR-001,Building-A,7.7,0,0,2025-03-05,3,Wednesday,2
2025-03-05 03:30:00,0.833,MTR-002,Building-B,11.5,0,0,2025-03-05,3,Wednesday,2
2025-03-05 04:00:00,0.799,MTR-003,Building-C,13.2,0,0,2025-03-05,4,Wednesday,2
2025-03-05 04:30:00,1.034,MTR-003,Building-C,12.8,0,0,2025-03-05,4,Wednesday,2
2025-03-05 05:00:00,1.034,MTR-003,Building-C,15.3,0,0,2025-03-05,5,Wednesday,2
2025-03-05 05:30:00,0.872,MTR-002,Building-B,12.3,0,0,2025-03-05,5,Wednesday,2
2025-03-05 06:00:00,1.775,MTR-003,Building-C,15.9,0,0,2025-03-05,6,Wednesday,2
2025-03-05 06:30:00,2.208,MTR-001,Building-A,16.2,0,0,2025-03-05,6,Wednesday,2
2025-03-05 07:00:00,2.138,MTR-002,Building-B,13.7,0,0,2025-03-05,7,Wednesday,2
2025-03-05 07:30:00,2.022,MTR-003,Building-C,16.8,0,0,2025-03-05,7,Wednesday,2
2025-03-05 08:00:00,2.252,MTR-003,Building-C,20.4,0,0,2025-03-05,8,Wednesday,2
2025-03-05 08:30:00,2.271,MTR-001,Building-A,20.3,0,0,2025-03-05,8,Wednesday,2
2025-03-05 09:00:00,1.959,MTR-002,Building-B,20.5,0,0,2025-03-05,9,Wednesday,2
2025-03-05 09:30:00,1.62,MTR-002,Building-B,22.5,0,0,2025-03-05,9,Wednesday,2
2025-03-05 10:00:00,1.787,MTR-002,Building-B,20.8,0,0,2025-03-05,10,Wednesday,2
2025-03-05 10:30:00,1.728,MTR-003,Building-C,21.2,0,0,2025-03-05,10,Wednesday,2
2025-03-05 11:00:00,1.797,MTR-002,Building-B,23.9,0,0,2025-03-05,11,Wednesday,2
2025-03-05 11:30:00,1.372,MTR-001,Building-A,23.3,0,0,2025-03-05,11,Wednesday,2
2025-03-05 12:00:00,1.67,MTR-002,Building-B,23.1,0,0,2025-03-05,12,Wednesday,2
2025-03-05 12:30:00,2.213,MTR-002,Building-B,20.0,0,0,2025-03-05,12,Wednesday,2
2025-03-05 13:00:00,1.68,MTR-001,Building-A,23.9,0,0,2025-03-05,13,Wednesday,2
2025-03-05 13:30:00,2.278,MTR-003,Building-C,21.5,0,0,2025-03-05,13,Wednesday,2
2025-03-05 14:00:00,1.615,MTR-002,Building-B,21.6,0,0,2025-03-05,14,Wednesday,2
2025-03-05 14:30:00,1.388,MTR-001,Building-A,23.6,0,0,2025-03-05,14,Wednesday,2
2025-03-05 15:00:00,1.534,MTR-003,Building-C,20.8,0,0,2025-03-05,15,Wednesday,2
2025-03-05 15:30:00,1.517,MTR-002,Building-B,19.6,0,0,2025-03-05,15,Wednesday,2
2025-03-05 16:00:00,1.606,MTR-002,Building-B,20.0,0,0,2025-03-05,16,Wednesday,2
2025-03-05 16:30:00,1.412,MTR-003,Building-C,18.7,0,0,2025-03-05,16,Wednesday,2
2025-03-05 17:00:00,2.501,MTR-001,Building-A,20.2,0,0,2025-03-05,17,Wednesday,2
2025-03-05 17:30:00,2.305,MTR-003,Building-C,17.5,0,0,2025-03-05,17,Wednesday,2
2025-03-05 18:00:00,2.593,MTR-001,Building-A,15.4,0,0,2025-03-05,18,Wednesday,2
2025-03-05 18:30:00,2.768,MTR-003,Building-C,12.7,0,0,2025-03-05,18,Wednesday,2
2025-03-05 19:00:00,1.749,MTR-003,Building-C,14.4,0,0,2025-03-05,19,Wednesday,2
2025-03-05 19:30:00,2.69,MTR-003,Building-C,8.6,0,0,2025-03-05,19,Wednesday,2
2025-03-05 20:00:00,1.599,MTR-003,Building-C,13.1,0,0,2025-03-05,20,Wednesday,2
2025-03-05 20:30:00,1.882,MTR-003,Building-C,11.8,0,0,2025-03-05,20,Wednesday,2
2025-03-05 21:00:00,1.297,MTR-002,Building-B,10.9,0,0,2025-03-05,21,Wednesday,2
2025-03-05 21:30:00,1.336,MTR-002,Building-B,9.0,0,0,2025-03-05,21,Wednesday,2
2025-03-05 22:00:00,1.466,MTR-003,Building-C,9.6,0,0,2025-03-05,22,Wednesday,2
2025-03-05 22:30:00,1.602,MTR-003,Building-C,8.2,0,0,2025-03-05,22,Wednesday,2
2025-03-05 23:00:00,0.839,MTR-001,Building-A,7.7,0,0,2025-03-05,23,Wednesday,2
2025-03-05 23:30:00,0.86,MTR-001,Building-A,5.6,0,0,2025-03-05,23,Wednesday,2
2025-03-06 00:00:00,0.647,MTR-001,Building-A,11.5,0,0,2025-03-06,0,Thursday,3
2025-03-06 00:30:00,0.93,MTR-003,Building-C,9.1,0,0,2025-03-06,0,Thursday,3
2025-03-06 01:00:00,1.056,MTR-003,Building-C,8.0,0,0,2025-03-06,1,Thursday,3
2025-03-06 01:30:00,2.207,MTR-002,Building-B,6.8,0,0,2025-03-06,1,Thursday,3
2025-03-06 02:00:00,0.623,MTR-003,Building-C,7.1,0,0,2025-03-06,2,Thursday,3
2025-03-06 02:30:00,0.898,MTR-002,Building-B,8.6,0,0,2025-03-06,2,Thursday,3
2025-03-06 03:00:00,0.827,MTR-001,Building-A,13.3,0,0,2025-03-06,3,Thursday,3
2025-03-06 03:30:00,0.93,MTR-003,Building-C,8.7,0,0,2025-03-06,3,Thursday,3
2025-03-06 04:00:00,0.8815,MTR-001,Building-A,12.1,0,0,2025-03-06,4,Thursday,3
2025-03-06 04:30:00,0.833,MTR-002,Building-B,12.6,0,0,2025-03-06,4,Thursday,3
2025-03-06 05:00:00,1.01,MTR-001,Building-A,14.9,0,0,2025-03-06,5,Thursday,3
2025-03-06 05:30:00,1.339,MTR-001,Building-A,13.2,0,0,2025-03-06,5,Thursday,3
2025-03-06 06:00:00,2.173,MTR-002,Building-B,16.2,0,0,2025-03-06,6,Thursday,3
2025-03-06 06:30:00,2.012,MTR-002,Building-B,15.3,0,0,2025-03-06,6,Thursday,3
2025-03-06 07:00:00,2.058,MTR-002,Building-B,18.5,0,0,2025-03-06,7,Thursday,3
2025-03-06 07:30:00,2.962,MTR-001,Building-A,18.8,0,0,2025-03-06,7,Thursday,3
2025-03-06 08:00:00,2.619,MTR-002,Building-B,18.0,0,0,2025-03-06,8,Thursday,3
2025-03-06 08:30:00,1.896,MTR-001,Building-A,17.4,0,0,2025-03-06,8,Thursday,3
2025-03-06 09:00:00,1.289,MTR-003,Building-C,16.5,0,0,2025-03-06,9,Thursday,3
2025-03-06 09:30:00,3.299,MTR-003,Building-C,21.0,0,0,2025-03-06,9,Thursday,3
2025-03-06 10:00:00,1.551,MTR-003,Building-C,21.5,0,0,2025-03-06,10,Thursday,3
2025-03-06 10:30:00,1.808,MTR-003,Building-C,21.3,0,0,2025-03-06,10,Thursday,3
2025-03-06 11:00:00,1.397,MTR-001,Building-A,23.5,0,0,2025-03-06,11,Thursday,3
2025-03-06 11:30:00,1.546,MTR-003,Building-C,21.3,0,0,2025-03-06,11,Thursday,3
2025-03-06 12:00:00,1.8,MTR-001,Building-A,23.2,0,0,2025-03-06,12,Thursday,3
2025-03-06 12:30:00,1.626,MTR-003,Building-C,20.5,0,0,2025-03-06,12,Thursday,3
